0,1,176,165
1,0,176,165
0,2,112,181
2,0,112,181
0,3,81,174
3,0,81,174
0,4,50,57
4,0,50,57
0,5,163,189
5,0,163,189
0,6,187,122
6,0,187,122
0,7,82,127
7,0,82,127
0,8,116,185
8,0,116,185
0,9,51,162
9,0,51,162
1,2,82,103
2,1,82,103
1,3,190,169
3,1,190,169
1,4,99,68
4,1,99,68
1,5,162,68
5,1,162,68
1,6,60,56
6,1,60,56
1,7,145,167
7,1,145,167
1,8,124,187
8,1,124,187
1,9,112,113
9,1,112,113
2,3,153,182
3,2,153,182
2,4,164,67
4,2,164,67
2,5,113,188
5,2,113,188
2,6,197,71
6,2,197,71
2,7,185,178
7,2,185,178
2,8,176,164
8,2,176,164
2,9,64,164
9,2,64,164
3,4,69,161
4,3,69,161
3,5,180,104
5,3,180,104
3,6,105,54
6,3,105,54
3,7,136,168
7,3,136,168
3,8,153,190
8,3,153,190
3,9,106,60
9,3,106,60
4,5,99,172
5,4,99,172
4,6,51,178
6,4,51,178
4,7,180,78
7,4,180,78
4,8,111,165
8,4,111,165
4,9,105,111
9,4,105,111
5,6,73,88
6,5,73,88
5,7,123,90
7,5,123,90
5,8,188,106
8,5,188,106
5,9,120,173
9,5,120,173
6,7,135,126
7,6,135,126
6,8,167,139
8,6,167,139
6,9,183,97
9,6,183,97
7,8,172,136
8,7,172,136
7,9,167,191
9,7,167,191
8,9,72,178
9,8,72,178
