0,1,82,62
1,0,82,62
0,2,93,192
2,0,93,192
0,3,150,97
3,0,150,97
0,4,171,188
4,0,171,188
0,5,98,183
5,0,98,183
0,6,104,97
6,0,104,97
0,7,172,69
7,0,172,69
0,8,192,60
8,0,192,60
0,9,155,112
9,0,155,112
1,2,136,88
2,1,136,88
1,3,77,133
3,1,77,133
1,4,144,110
4,1,144,110
1,5,144,162
5,1,144,162
1,6,194,134
6,1,194,134
1,7,135,112
7,1,135,112
1,8,143,119
8,1,143,119
1,9,76,191
9,1,76,191
2,3,71,151
3,2,71,151
2,4,158,111
4,2,158,111
2,5,115,87
5,2,115,87
2,6,96,160
6,2,96,160
2,7,180,60
7,2,180,60
2,8,65,181
8,2,65,181
2,9,127,181
9,2,127,181
3,4,93,77
4,3,93,77
3,5,135,125
5,3,135,125
3,6,106,168
6,3,106,168
3,7,127,91
7,3,127,91
3,8,94,147
8,3,94,147
3,9,192,108
9,3,192,108
4,5,110,134
5,4,110,134
4,6,88,95
6,4,88,95
4,7,74,100
7,4,74,100
4,8,121,124
8,4,121,124
4,9,117,191
9,4,117,191
5,6,163,175
6,5,163,175
5,7,88,200
7,5,88,200
5,8,85,147
8,5,85,147
5,9,115,94
9,5,115,94
6,7,148,168
7,6,148,168
6,8,89,198
8,6,89,198
6,9,189,78
9,6,189,78
7,8,194,148
8,7,194,148
7,9,115,126
9,7,115,126
8,9,93,120
9,8,93,120
