0,1,163,93
1,0,163,93
0,2,194,102
2,0,194,102
0,3,71,144
3,0,71,144
0,4,183,56
4,0,183,56
0,5,168,66
5,0,168,66
0,6,141,120
6,0,141,120
0,7,111,185
7,0,111,185
0,8,96,64
8,0,96,64
0,9,142,97
9,0,142,97
1,2,73,116
2,1,73,116
1,3,122,164
3,1,122,164
1,4,123,55
4,1,123,55
1,5,178,94
5,1,178,94
1,6,122,106
6,1,122,106
1,7,163,183
7,1,163,183
1,8,113,81
8,1,113,81
1,9,102,193
9,1,102,193
2,3,199,127
3,2,199,127
2,4,200,64
4,2,200,64
2,5,66,155
5,2,66,155
2,6,63,106
6,2,63,106
2,7,106,143
7,2,106,143
2,8,123,133
8,2,123,133
2,9,53,110
9,2,53,110
3,4,71,96
4,3,71,96
3,5,197,171
5,3,197,171
3,6,124,123
6,3,124,123
3,7,127,101
7,3,127,101
3,8,63,193
8,3,63,193
3,9,146,73
9,3,146,73
4,5,163,76
5,4,163,76
4,6,154,185
6,4,154,185
4,7,133,131
7,4,133,131
4,8,130,160
8,4,130,160
4,9,195,56
9,4,195,56
5,6,158,138
6,5,158,138
5,7,62,65
7,5,62,65
5,8,56,55
8,5,56,55
5,9,98,104
9,5,98,104
6,7,119,149
7,6,119,149
6,8,117,69
8,6,117,69
6,9,159,69
9,6,159,69
7,8,172,81
8,7,172,81
7,9,161,166
9,7,161,166
8,9,67,194
9,8,67,194
