0,1,154,147
1,0,154,147
0,2,134,56
2,0,134,56
0,3,170,84
3,0,170,84
0,4,196,138
4,0,196,138
0,5,138,182
5,0,138,182
0,6,94,116
6,0,94,116
0,7,198,139
7,0,198,139
0,8,186,135
8,0,186,135
0,9,139,91
9,0,139,91
1,2,190,118
2,1,190,118
1,3,182,144
3,1,182,144
1,4,160,75
4,1,160,75
1,5,180,134
5,1,180,134
1,6,97,144
6,1,97,144
1,7,167,193
7,1,167,193
1,8,169,73
8,1,169,73
1,9,164,161
9,1,164,161
2,3,108,140
3,2,108,140
2,4,134,162
4,2,134,162
2,5,73,61
5,2,73,61
2,6,146,196
6,2,146,196
2,7,122,190
7,2,122,190
2,8,184,144
8,2,184,144
2,9,70,196
9,2,70,196
3,4,124,169
4,3,124,169
3,5,145,170
5,3,145,170
3,6,129,133
6,3,129,133
3,7,54,185
7,3,54,185
3,8,149,133
8,3,149,133
3,9,185,96
9,3,185,96
4,5,130,118
5,4,130,118
4,6,186,181
6,4,186,181
4,7,100,139
7,4,100,139
4,8,123,76
8,4,123,76
4,9,66,88
9,4,66,88
5,6,76,87
6,5,76,87
5,7,97,97
7,5,97,97
5,8,196,175
8,5,196,175
5,9,123,117
9,5,123,117
6,7,75,75
7,6,75,75
6,8,61,169
8,6,61,169
6,9,76,95
9,6,76,95
7,8,185,86
8,7,185,86
7,9,100,191
9,7,100,191
8,9,81,126
9,8,81,126
