0,1,152,182
1,0,152,182
0,2,65,104
2,0,65,104
0,3,99,60
3,0,99,60
0,4,55,151
4,0,55,151
0,5,101,52
5,0,101,52
0,6,130,193
6,0,130,193
0,7,132,51
7,0,132,51
0,8,106,118
8,0,106,118
0,9,77,54
9,0,77,54
1,2,79,66
2,1,79,66
1,3,169,166
3,1,169,166
1,4,74,77
4,1,74,77
1,5,59,154
5,1,59,154
1,6,94,88
6,1,94,88
1,7,60,156
7,1,60,156
1,8,195,172
8,1,195,172
1,9,131,195
9,1,131,195
2,3,81,109
3,2,81,109
2,4,106,103
4,2,106,103
2,5,123,108
5,2,123,108
2,6,171,78
6,2,171,78
2,7,86,194
7,2,86,194
2,8,109,192
8,2,109,192
2,9,154,137
9,2,154,137
3,4,64,195
4,3,64,195
3,5,105,169
5,3,105,169
3,6,103,113
6,3,103,113
3,7,125,154
7,3,125,154
3,8,181,162
8,3,181,162
3,9,173,67
9,3,173,67
4,5,76,189
5,4,76,189
4,6,74,61
6,4,74,61
4,7,158,102
7,4,158,102
4,8,99,62
8,4,99,62
4,9,197,190
9,4,197,190
5,6,100,63
6,5,100,63
5,7,195,171
7,5,195,171
5,8,80,169
8,5,80,169
5,9,114,181
9,5,114,181
6,7,101,150
7,6,101,150
6,8,190,107
8,6,190,107
6,9,166,86
9,6,166,86
7,8,176,94
8,7,176,94
7,9,70,121
9,7,70,121
8,9,74,74
9,8,74,74
