0,1,41,81
1,0,41,81
0,2,11,22
2,0,11,22
0,3,62,76
3,0,62,76
0,4,80,10
4,0,80,10
0,5,59,81
5,0,59,81
0,6,55,43
6,0,55,43
0,7,95,31
7,0,95,31
0,8,45,12
8,0,45,12
0,9,54,87
9,0,54,87
1,2,28,48
2,1,28,48
1,3,23,43
3,1,23,43
1,4,47,21
4,1,47,21
1,5,22,96
5,1,22,96
1,6,14,65
6,1,14,65
1,7,93,62
7,1,93,62
1,8,66,16
8,1,66,16
1,9,71,62
9,1,71,62
2,3,8,100
3,2,8,100
2,4,62,23
4,2,62,23
2,5,56,68
5,2,56,68
2,6,76,61
6,2,76,61
2,7,24,14
7,2,24,14
2,8,9,74
8,2,9,74
2,9,47,81
9,2,47,81
3,4,45,6
4,3,45,6
3,5,63,58
5,3,63,58
3,6,17,29
6,3,17,29
3,7,87,60
7,3,87,60
3,8,77,80
8,3,77,80
3,9,13,34
9,3,13,34
4,5,88,16
5,4,88,16
4,6,31,52
6,4,31,52
4,7,56,84
7,4,56,84
4,8,47,73
8,4,47,73
4,9,46,92
9,4,46,92
5,6,86,100
6,5,86,100
5,7,33,15
7,5,33,15
5,8,53,29
8,5,53,29
5,9,21,52
9,5,21,52
6,7,14,14
7,6,14,14
6,8,18,94
8,6,18,94
6,9,40,21
9,6,40,21
7,8,48,20
8,7,48,20
7,9,78,99
9,7,78,99
8,9,90,70
9,8,90,70
