0,1,40,29
1,0,40,29
0,2,65,16
2,0,65,16
0,3,74,53
3,0,74,53
0,4,26,84
4,0,26,84
0,5,57,22
5,0,57,22
0,6,93,69
6,0,93,69
0,7,49,82
7,0,49,82
0,8,56,69
8,0,56,69
0,9,60,15
9,0,60,15
1,2,14,39
2,1,14,39
1,3,71,60
3,1,71,60
1,4,31,86
4,1,31,86
1,5,80,72
5,1,80,72
1,6,98,70
6,1,98,70
1,7,49,9
7,1,49,9
1,8,35,37
8,1,35,37
1,9,34,28
9,1,34,28
2,3,86,81
3,2,86,81
2,4,84,93
4,2,84,93
2,5,90,18
5,2,90,18
2,6,85,10
6,2,85,10
2,7,30,86
7,2,30,86
2,8,65,34
8,2,65,34
2,9,30,46
9,2,30,46
3,4,18,66
4,3,18,66
3,5,59,81
5,3,59,81
3,6,98,40
6,3,98,40
3,7,78,26
7,3,78,26
3,8,87,71
8,3,87,71
3,9,49,77
9,3,49,77
4,5,26,76
5,4,26,76
4,6,88,8
6,4,88,8
4,7,79,69
7,4,79,69
4,8,95,69
8,4,95,69
4,9,22,43
9,4,22,43
5,6,55,40
6,5,55,40
5,7,33,14
7,5,33,14
5,8,20,46
8,5,20,46
5,9,94,94
9,5,94,94
6,7,94,52
7,6,94,52
6,8,87,62
8,6,87,62
6,9,23,47
9,6,23,47
7,8,55,88
8,7,55,88
7,9,26,82
9,7,26,82
8,9,15,7
9,8,15,7
