0,1,85,100
1,0,85,100
0,2,58,35
2,0,58,35
0,3,70,100
3,0,70,100
0,4,79,68
4,0,79,68
0,5,11,43
5,0,11,43
0,6,39,77
6,0,39,77
0,7,34,32
7,0,34,32
0,8,53,95
8,0,53,95
0,9,72,47
9,0,72,47
1,2,26,23
2,1,26,23
1,3,42,92
3,1,42,92
1,4,87,100
4,1,87,100
1,5,49,26
5,1,49,26
1,6,17,49
6,1,17,49
1,7,49,69
7,1,49,69
1,8,6,81
8,1,6,81
1,9,48,30
9,1,48,30
2,3,45,9
3,2,45,9
2,4,60,56
4,2,60,56
2,5,13,52
5,2,13,52
2,6,88,85
6,2,88,85
2,7,76,68
7,2,76,68
2,8,87,24
8,2,87,24
2,9,82,17
9,2,82,17
3,4,54,7
4,3,54,7
3,5,54,59
5,3,54,59
3,6,26,47
6,3,26,47
3,7,99,82
7,3,99,82
3,8,27,44
8,3,27,44
3,9,26,87
9,3,26,87
4,5,59,56
5,4,59,56
4,6,74,65
6,4,74,65
4,7,74,75
7,4,74,75
4,8,61,22
8,4,61,22
4,9,63,47
9,4,63,47
5,6,89,11
6,5,89,11
5,7,79,78
7,5,79,78
5,8,77,41
8,5,77,41
5,9,59,98
9,5,59,98
6,7,51,79
7,6,51,79
6,8,64,41
8,6,64,41
6,9,89,18
9,6,89,18
7,8,79,82
8,7,79,82
7,9,95,57
9,7,95,57
8,9,74,13
9,8,74,13
