0,1,65,95
1,0,65,95
0,2,45,87
2,0,45,87
0,3,71,29
3,0,71,29
0,4,43,75
4,0,43,75
0,5,78,55
5,0,78,55
0,6,11,7
6,0,11,7
0,7,68,81
7,0,68,81
0,8,90,37
8,0,90,37
0,9,8,26
9,0,8,26
1,2,56,93
2,1,56,93
1,3,62,55
3,1,62,55
1,4,65,87
4,1,65,87
1,5,55,89
5,1,55,89
1,6,5,53
6,1,5,53
1,7,33,65
7,1,33,65
1,8,42,18
8,1,42,18
1,9,82,39
9,1,82,39
2,3,65,57
3,2,65,57
2,4,13,13
4,2,13,13
2,5,59,96
5,2,59,96
2,6,48,70
6,2,48,70
2,7,62,39
7,2,62,39
2,8,26,47
8,2,26,47
2,9,66,56
9,2,66,56
3,4,46,90
4,3,46,90
3,5,72,33
5,3,72,33
3,6,99,47
6,3,99,47
3,7,42,70
7,3,42,70
3,8,55,98
8,3,55,98
3,9,19,19
9,3,19,19
4,5,98,42
5,4,98,42
4,6,15,20
6,4,15,20
4,7,13,55
7,4,13,55
4,8,63,36
8,4,63,36
4,9,47,11
9,4,47,11
5,6,50,45
6,5,50,45
5,7,47,50
7,5,47,50
5,8,92,46
8,5,92,46
5,9,49,14
9,5,49,14
6,7,94,49
7,6,94,49
6,8,92,44
8,6,92,44
6,9,34,77
9,6,34,77
7,8,11,59
8,7,11,59
7,9,21,6
9,7,21,6
8,9,74,34
9,8,74,34
