0,1,31,93
1,0,31,93
0,2,6,50
2,0,6,50
0,3,19,57
3,0,19,57
0,4,100,42
4,0,100,42
0,5,52,7
5,0,52,7
0,6,37,87
6,0,37,87
0,7,60,97
7,0,60,97
0,8,89,90
8,0,89,90
0,9,55,19
9,0,55,19
1,2,39,69
2,1,39,69
1,3,82,5
3,1,82,5
1,4,95,81
4,1,95,81
1,5,59,24
5,1,59,24
1,6,59,30
6,1,59,30
1,7,25,48
7,1,25,48
1,8,96,59
8,1,96,59
1,9,69,92
9,1,69,92
2,3,53,66
3,2,53,66
2,4,91,90
4,2,91,90
2,5,28,80
5,2,28,80
2,6,46,83
6,2,46,83
2,7,96,46
7,2,96,46
2,8,99,52
8,2,99,52
2,9,28,33
9,2,28,33
3,4,50,68
4,3,50,68
3,5,15,78
5,3,15,78
3,6,39,10
6,3,39,10
3,7,16,38
7,3,16,38
3,8,30,13
8,3,30,13
3,9,73,14
9,3,73,14
4,5,29,96
5,4,29,96
4,6,96,83
6,4,96,83
4,7,91,40
7,4,91,40
4,8,81,64
8,4,81,64
4,9,74,13
9,4,74,13
5,6,69,23
6,5,69,23
5,7,94,84
7,5,94,84
5,8,65,90
8,5,65,90
5,9,30,50
9,5,30,50
6,7,50,40
7,6,50,40
6,8,34,28
8,6,34,28
6,9,82,9
9,6,82,9
7,8,31,19
8,7,31,19
7,9,72,14
9,7,72,14
8,9,15,30
9,8,15,30
