0,1,65,13
1,0,65,13
0,2,55,43
2,0,55,43
0,3,23,13
3,0,23,13
0,4,59,97
4,0,59,97
0,5,66,8
5,0,66,8
0,6,76,10
6,0,76,10
0,7,98,35
7,0,98,35
0,8,14,50
8,0,14,50
0,9,5,51
9,0,5,51
1,2,14,40
2,1,14,40
1,3,67,66
3,1,67,66
1,4,75,16
4,1,75,16
1,5,99,68
5,1,99,68
1,6,67,92
6,1,67,92
1,7,6,24
7,1,6,24
1,8,39,83
8,1,39,83
1,9,62,79
9,1,62,79
2,3,74,41
3,2,74,41
2,4,42,33
4,2,42,33
2,5,8,28
5,2,8,28
2,6,34,25
6,2,34,25
2,7,81,50
7,2,81,50
2,8,59,28
8,2,59,28
2,9,10,84
9,2,10,84
3,4,7,86
4,3,7,86
3,5,50,33
5,3,50,33
3,6,70,49
6,3,70,49
3,7,9,45
7,3,9,45
3,8,58,60
8,3,58,60
3,9,12,50
9,3,12,50
4,5,59,73
5,4,59,73
4,6,82,59
6,4,82,59
4,7,88,46
7,4,88,46
4,8,41,72
8,4,41,72
4,9,83,61
9,4,83,61
5,6,84,43
6,5,84,43
5,7,70,10
7,5,70,10
5,8,73,62
8,5,73,62
5,9,100,49
9,5,100,49
6,7,91,83
7,6,91,83
6,8,12,85
8,6,12,85
6,9,95,73
9,6,95,73
7,8,45,44
8,7,45,44
7,9,44,78
9,7,44,78
8,9,22,87
9,8,22,87
