0,1,99,15
1,0,99,15
0,2,78,49
2,0,78,49
0,3,66,69
3,0,66,69
0,4,98,19
4,0,98,19
0,5,70,61
5,0,70,61
0,6,83,80
6,0,83,80
0,7,89,75
7,0,89,75
0,8,30,27
8,0,30,27
0,9,10,67
9,0,10,67
1,2,93,59
2,1,93,59
1,3,74,93
3,1,74,93
1,4,11,43
4,1,11,43
1,5,12,74
5,1,12,74
1,6,87,26
6,1,87,26
1,7,87,74
7,1,87,74
1,8,38,97
8,1,38,97
1,9,95,36
9,1,95,36
2,3,66,48
3,2,66,48
2,4,41,92
4,2,41,92
2,5,76,39
5,2,76,39
2,6,11,58
6,2,11,58
2,7,16,49
7,2,16,49
2,8,64,58
8,2,64,58
2,9,56,8
9,2,56,8
3,4,65,20
4,3,65,20
3,5,52,19
5,3,52,19
3,6,39,91
6,3,39,91
3,7,26,20
7,3,26,20
3,8,37,42
8,3,37,42
3,9,93,81
9,3,93,81
4,5,56,25
5,4,56,25
4,6,33,5
6,4,33,5
4,7,72,37
7,4,72,37
4,8,48,58
8,4,48,58
4,9,82,94
9,4,82,94
5,6,27,30
6,5,27,30
5,7,36,12
7,5,36,12
5,8,39,73
8,5,39,73
5,9,30,30
9,5,30,30
6,7,34,38
7,6,34,38
6,8,62,18
8,6,62,18
6,9,67,20
9,6,67,20
7,8,89,91
8,7,89,91
7,9,25,34
9,7,25,34
8,9,14,94
9,8,14,94
