0,1,43,60
1,0,43,60
0,2,33,22
2,0,33,22
0,3,18,30
3,0,18,30
0,4,23,32
4,0,23,32
0,5,37,79
5,0,37,79
0,6,79,41
6,0,79,41
0,7,45,36
7,0,45,36
0,8,53,50
8,0,53,50
0,9,22,29
9,0,22,29
1,2,66,29
2,1,66,29
1,3,81,99
3,1,81,99
1,4,92,57
4,1,92,57
1,5,95,37
5,1,95,37
1,6,72,49
6,1,72,49
1,7,10,98
7,1,10,98
1,8,18,89
8,1,18,89
1,9,77,39
9,1,77,39
2,3,68,44
3,2,68,44
2,4,22,96
4,2,22,96
2,5,28,45
5,2,28,45
2,6,11,59
6,2,11,59
2,7,91,75
7,2,91,75
2,8,12,81
8,2,12,81
2,9,9,32
9,2,9,32
3,4,98,90
4,3,98,90
3,5,100,10
5,3,100,10
3,6,64,60
6,3,64,60
3,7,13,14
7,3,13,14
3,8,96,100
8,3,96,100
3,9,10,76
9,3,10,76
4,5,44,98
5,4,44,98
4,6,21,51
6,4,21,51
4,7,95,61
7,4,95,61
4,8,51,13
8,4,51,13
4,9,16,38
9,4,16,38
5,6,67,51
6,5,67,51
5,7,50,61
7,5,50,61
5,8,38,14
8,5,38,14
5,9,85,78
9,5,85,78
6,7,79,69
7,6,79,69
6,8,21,41
8,6,21,41
6,9,18,68
9,6,18,68
7,8,41,62
8,7,41,62
7,9,30,45
9,7,30,45
8,9,98,23
9,8,98,23
